name,price,unit,category,tokopedia_link,shopee_link,siplah_link,blibli_link,inaproc_link,spec
Laptop,28500000,Unit,Alat Peraga - Teknik Audio Video,,,,,,"Untuk  Pengolah data Processor: up to 5.0 GHz/ 12MB Cache  (minimal)
RAM  : 8  GB  (minimal)
Storage  : SSD  512  GB  (minimal) VGA  Dedicated  : 4GB  Integrated  Gigabit  Ethernet
Wi-Fi  6E,  Bluetooth,  HDMI  Port,  USB Type-C  mendukung Thunderbolt  (TM) 4
LCD  : min.14""
Resolusi:  min. 1366 X 768 Operating system  original
Garansi  : 3 Tahun  suku cadang &
service"
Mesin Lubang Kancing Manual,28500000,Unit,Alat Peraga - Keahlian Tata Busana,,,,,," SpesiKasi: Mesin Lubang Kancing Manual Menggunakan Motor Manual Bisa Diaplikasikan Ke Bahan Tipis, Medium Dan Tebal Sistem Potong Benang Dengan Daya Kebisingan Rendah Terdapat Sistem Pengurangan Panas Mesin Terdapat Potong Benang Otomatis Hook Import Terdapat Fungsi Angkat Sepatu Otomatis Tinggi Angkatan Sepatu 17 Mm Daya 400 Watt Maks. Kecepatan Jahitan 4000 Rpm Maks Panjangan Jahitan 25 Mm Berikut Dengan Meja Dan Kaki"
Moisture Tester,28595000,Unit,Aksesoris Pendukung Komputer,,,,,,
Disk Mill,28995000,Unit,Alat Peraga - Mek. Pertanian,,,,,,"Untuk memecah biji-bijian agar
pakan homogen Kapasitas : ± 50-60 kg/ jam Material : Stainless Steel Kecepatan Rotasi : approx. 9000 Rpm
Penggerak : motor bensin
approx.5.5HP"
Carpet soil Extraction machine,28995000,Unit,Alat Peraga - Perhotelan,,,,,,"Untuk membersihkan karpet dengan cara menyemprot air bertekanan, pencucian, dan pengeringan air Clenn Water Tank Capacity:Min. 20 L ,dirty Water Tank Capacity:min. 15 L"
Komputer Client,30070000,Unit,Alat Peraga - Teknik Audio Video,,,,,,"Digunakan  untuk membuat  desain komponen  pesawat udara dan menghitung
ke bu tuhan  bahan serta
bentuk  bagian pesawat yang akan dibuat Processor  up  to 4.5  GHz  12  MB Cache,
RAM:  min. 8  GB DDR5
Storage:  min. 512  GB SSD DVD-RW
I/O:  USB port   HDMI  dan   VGA  port Serial Port,  Paralel  Port
Audio  In-Out
Optical  USB Mouse  and  Keyboard Layar  min.  21.5""  FHD Operating System  Original Garansi  : 3  tahun  suku cadang & service"
Komputer Client,30070000,Unit,Alat Peraga - Perhotelan,,,,,,"Untuk Mengolah Data, Dan Reservasi Processor Up To 4. 5 Ghz 12 Mb Cache,Ram: Min. 8 Gb Ddr5Storage: Min. 512 Gb Ssd Dvd- RwI/ O: Usb Port Hdmi Dan Vga Port Serial Port, Paralel PortAudio In-OutOptical Usb Mouse And KeyboardLayar Min. 21.5"" Fhd Operating System Original.Garansi : 3 Tahun SukuCadang & Service"
Microcontroller Trainer,30550000,Unit,Alat Peraga - Teknik Audio Video,,,,,,"Untuk  digunakan program yang berfokus  pada pengembangan keterampilan  listrik dan  elektronik  yang mendasar.  Ini mencakup  topik dan komponen  yang
relevan  dalam industri saat ini Konfigurasi  Minimal:  Resistor, Kapasitor,  Induktor,  Semikonduktor, Gerbang logika,  Sirkuit  terintegrasi analog,  Elektromekanis, Optoelektronika, Catu  daya dan pembawa,  Modul  prosesor,  Kit  suku cadang  pengganti"
Seeder Palawija,31995000,Unit,Alat Peraga - Mek. Pertanian,,,,,,"untuk meletakkan benih (palawija) yang akan ditanam pada kedalaman danjumlah tertentu dengan keseragaman yang relatif tinggi. Drill depth(mm) 30-50
Empty hole rate of seeds(%) :5 2% Sowing seeds quantity(pc/hole) 1--3
Productivity(ha/h) 0.2-0.3
Weight(kg) 180
Rows 3
Theoretical rows spacing(cm) 15.24, 19.05, 5.4, 30.48
Fertilizer depth(mm) 60-80 Capacity of fertilizer tank(L) 16*3 Capacity of seeds tank(L) 9*3"
Alat USG kebuntingan hewan,34800000,Unit,Alat Peraga - Kesehatan Hewan,,,,,,"Untuk memeriksa keadaan di dalam rahim hewan. . Berat 2,Okg.
. Ukuran 23xl7x 6 cm.
. Memeriksa organ-organ
perut, urologi dan ginekologi
dan pemeriksaan dubur. . A
7-inch Monitor backlit LCD (8,
B+B,B+M).
. 3 probe mekanik dengan
sudut pandang lebar:
. Rektal 180-an,
. Abdominal 9O o
Rectal-abdominal 90 o."
Lemari Asam,35000000,Unit,Alat Peraga - Kesehatan Hewan,,,,,,"Untuk memindahkan bahan kimia asam konsentrasi tinggi Epoxy Resin Top Plate & SinkAtl The Internal Fixtures IncludingWater & Gas Line, Light Source AndPower Outlet Are Made Of Anti-Corrosive Materials.Window With Transparent Safety Glass(Approx. 5Mm).Size (W X D X H): Approx. 1520 X 780X 2300 MmWorking Table: Epoxy Resin Top PlateAnd SinkBlower Motor: 2HpInterior Material: Phenolic TreatedKraft Sheets (Lamis)"
Public Address System Training  Kit,35900000,Unit,Alat Peraga - Teknik Audio Video,,,,,,"Untuk  pelatihan merancang sistim audio video Configuration:  1 set  of  horn  speaker, Bi-directional speaker,  4 types of ceiling speaker, Column  speaker,  Box speaker,  Microphone,  Mixer  amplifier,
DVD  player/tuner,  Message  manager, Speaker control  panel"
Traktor Tangan dengan Penggerak Motor Diesel,35995000,Unit,Alat Peraga - Mek. Pertanian,,,,,,"Untuk mengolah tanah persiapan tanam: membajak sawah, memecah tanah dan
meratakan tanah. - Dilengkapi dengan implement
- Mesin penggerak diesel bertenaga ± 8,5 HP
- Sistem transmisi menggunakan gear box
- Min. 1 kecepatan maju"
MKV Post Mortem Set,36100000,Unit,Alat Peraga - Kesehatan Hewan,,,,,,"Untuk pemeriksaan pasca pemotongan Konfigurasi minimal :
- Chopper Stainless, minimal 20 cm
- Pisau Autopsi, minimal 10 cm, 2 buah
-Skinning Knife Melengkung, minimal 14 cm
- Baja Asah minimal 22 cm
- Tulang Saw
- Pahat Tulang Stainless, minimal 18 cm
- Palu Post Mortem
- Pisau Otak
- Pisau Bedah Pisau
- Gunting Tulang Stainless, minimal 18 cm
- Pisau Bedah bentuk pedang, 2 buah
- Gunting Keperawatan, minimal 12 cm
- Gunting Lurus, minimal 12 cm
- Rochester Pean Lurus, minimal 12 cm
- Pita Pengukur
- Pisau Tulang Rawan
- Forcep Anatomi, minimal 12 cm
- Pisau Bedah Scalpel, 10 buah
- Tempat Jarum Mathiew"
Seed Sieve Shaker,36250000,Unit,Alat Peraga - Perbenihan Tanaman,,,,,,"Untuk memilah benih dengan metode pengayakan. Parameter teknis :
- Max sieving quantity range: 500g
- Sieving frame level: 3 layers
- Sieving range: Minimum 100mm
- Rotation speed: Minimum 115±5r/min
- Grain sieve diameter: Approx. 200
- 220mm"
Orbital Shaker Set,36995000,Unit,Alat Peraga - Hortikultura,,,,,,"Untuk pengadukan cairan dengan sistem gerakan bergetar melingkar sehingga membentuk
larutan yang homogen. Shaking Motion: Orbital Orbital Diameter: Min. 10 mm. Speed Range (RPM): 100-500. Power Consumption: Max. 30W."
Orbital Shaker Set,36995000,Unit,Alat Peraga - Perbenihan Tanaman,,,,,,"Untuk
pengadukan cairan dengan sistem gerakan bergetar melingkar
sehingga membentuk larutan yang homogen. Shaking Motion: Orbital Orbital Diameter: Min. 10 mm. Speed Range (RPM): 100-500.
Power Consumption: Max. 30W"
"Portable pH / ORP /
Conductivity /
DO Meter",37695000,Unit,Alat Peraga - Perikanan Air Tawar,,,,,,"Range pH: -2.00 ~ 19.99 Range (mV/ORP/EH):
-1999mV ~ 0 ~ 1999mV Range
Conductivity: (0.00~19.99) µSI cm (20.0~199.9) µSI cm
(200~ 1999) µSI cm; (2.00~19.99) mS/cm
(20.0~199.9) mS/ cm; Range TDS: (0 ~ 100) g/ L; Range Salinity: (0 ~ 100) ppt; Range
Resistivity: (0 ~ 100) MQ·cm
Range DO: (0 ~ 15. 00) mg/ L (pvm) (0 ~ 200.OJ %"
"Portable pH
/ ORP / Conductivit y I DO
Meter",37695000,Unit,Alat Peraga - Kapal Penangkap Ikan,,,,,,"Untuk mengukur pH/ORP/Conduc tivity /DO. Ability to switch among conductivity, TDS, salinity and resistivity. Range pH: -2.00 - 19.99Range (mVIORPIEH}: -1999mV- 0 - 1999mV
Range Conductivity:
(0.00-19.99) µ,SI cm (200-1999) µ,SI cm; (2.00-19.99) mSI cm
(20.0-199.9) mSI cm; Range TDS:
(0 - 100) gl L; Range Salinity: (0
-
100) ppt; Range Resistivity: (0 -
100)
MQ·cm
Range DO: (0 - 15.00} mglL
(ppm} (0
- 200.0) %"
Generator Genset,37900000,Unit,Alat Peraga - Perikanan Air Tawar,,,,,,"Output 2'. 2000 watt Diesel, Silent Voltase 220 V / 50 Hz"
Plant Nutrition Analyzer,38150000,Unit,Alat Peraga - Hortikultura,,,,,,"Untuk menguji / mengukur kandungan nitrogen, klorofil, suhu pada daun, dan kelembaban
pada daun. Dapat mengukur : Kadar Klorofil Kadar Nitrogen Kelembaban pada daun Suhu pada daun."
Plant Nutrition Analyzer,38150000,Unit,Alat Peraga - Perbenihan Tanaman,,,,,,"Untuk menguji / mengukur kandungan nitrogen, klorofil, suhu pada daun, dan kelembaban
pada daun. Dapat mengukur : Kadar Klorofil Kadar Nitrogen
Kelembaban pada daun Suhu pada daun"
Vacum Packaging Machine,38500000,Unit,Alat Peraga - Olah Hasil  Ikan,,,,,,Volume of vacuum case: min. 375x270x80mm Sealing strip size: approx. 260x8mm Exhaustment of vacuum pump: approx. 6m3 /h Power of pump: approx. 0.25kW Voltage: 220V/ 50HzNumber of heater: 1pc Heat-sealing power: approx.0.4kw.
Mesin Pembuat Kerupuk,38995000,Unit,Alat Peraga - Olah Hasil  Ikan,,,,,,Pemotong otomatis. Pisau bahan BajaKapasitas: 60-100 kg/jam. Motor: press: ± 3/4¾ PK. Conveyor: approx. 1/4¼ PK.
Las Busur Manual (Manual Arc welding machine) (SMAW),39964000,Unit,Alat Peraga - Mek. Pertanian,,,,,,"Untuk mengenalkan dan memberi keterampilan mengelas menggunakan las busur manual (arc welding
machine). Current range up to 200 A. Rated duty cycle approx. 60%. Input voltage 1 PH 220 V.
Frequency 50 / 60 Hz"
Theodolit Digital,39995000,Unit,Alat Peraga - Hortikultura,,,,,,"Untuk mengukur sudut vertikal horizontal dan leveling yang terintegrasi dalam satu unit alat. Teleskop Panjang: kira-kira. 150mm Gambar: Tegak Objective Lens Aperture: kira-kira. 40mm Pembesaran: approx. 30X Bidang Pandang: kira-kira. 1°30' - Pengukuran sudut Pendeteksi: Horizontal: Ganda, Vertikal: Tunggal Bacaan Minimum: 1""/5"" -
Panel Tampilan: Wajah Ganda - Termasuk tripod"
Refrigerator side by side,39995000,Unit,Alat Peraga - Olah Hasil  Ikan,,,,,,Material: PVCKapasitas: approx. 350 L Daya listrik: ± 300 watt.
Elektronics and Digital Trainer,40500000,Unit,Alat Peraga - Teknik Audio Video,,,,,,"Untuk  menjelaskan karakteristik rangkaian  dasar elektronika  dan digital  teknologi dan pengukuran Minimal  konfigurasi  :  •  29  unit resistors: 1Q   s.d    1  MQ; potentiometers:  lKQ s.d  100 KQ; NTC;  VDR; Toggle switch;  Diac; transformer;  transistors:  PNP,  NPN, UJT, Photo Transistor;  thyristor; triac; SCR; IC: AND,  OR,  NAND,  NOR, XOR, EX  NOR;  LED  Counter:  UP,
Down,  7-   segment  display,  RS
flip-flop, JK flip-flops, shift  registers, full adder,  4mm safety lab cables,
Bread  Board, Buku  manual pene:£Unaan"
Mesin Cetak Bakso,40750000,Unit,Alat Peraga - Olah Hasil  Ikan,,,,,,"24MM, 27MM.Weight: 78 KG4 Ball Size Available: 17MM, 22MM,Voltage: 220V50HZSize: 760x355x1220 MM Speed: 360 RPM Power: 1.1 KWCapacity: 230-250 BALLS/MIN"
Potato Peeler Machine,40995000,Unit,Alat Peraga - Perhotelan,,,,,,Digunakan Untuk Mengupas Kentang Voltage : 220 V/ 50 HzPower : Approx. 0. 8 Kw Loading Capacity : Approx. 14 Kg/Time Output Capacity: Approx.160 Kg/ H
Soil Water Potential Locator,41000000,Unit,Alat Peraga - Hortikultura,,,,,,Untuk mengukur potensi air tanah dan suhu tanah secara bersamaan. Maximum load: l00kpa. Resolution: 0.0lkpa. Soil Temperature testing range: Minimum -55°C~150°C. Temperature accuracy: ±0.5°C
Soil Water Potential Locator,41000000,Unit,Alat Peraga - Perbenihan Tanaman,,,,,,"Untuk mengukur potensi air tanah dan suhu tanah secara bersamaan. aximum load: l00kpa
- Resolution: 0.0lkpa
- Soil Temperature testing range: Minimum -55°C~l 50°C
- Temperature accuracy: ±0.5°C"
Gas Range Stove 4 Burner With Oven,42000000,Unit,Alat Peraga - Perhotelan,,,,,,"Untuk Memasak Dengan 4 Tungku, Menggunakan Gas Apeslokasi:Mtriimurn Tent W.’ J 6 Xm/H Material Body: Stainless Steel Minimum Number Of Burner:Power: Using Gas."
Huller gabah,42995000,Unit,Alat Peraga - Mek. Pertanian,,,,,,"Untuk memecah kulit dan memisahkan butir beras
dengan kulit gabah. Diesel penggerak approx. min.8,5 HP"
Surface Planner,43995000,Unit,Alat Peraga - Keahlian Kriya Kreatif Kayu dan Rotan,,,,,,"untuk meratakan/ menyayat permukaan kayu  dalam bentuk
balok/papan Cutting width:  ± 200    mm
Cutter  head  speed:  ± 5.500  mm Cutter head  diameter:  ± 78   mm Max. depth  of cut: ± 5  mm"
MESIN LUBANG KANCING ,44995000,Unit,Alat Peraga - Keahlian Tata Busana,,,,,," Untuk membuat lubang kancing.
Konfigurasi minimal :
Kecepatan hingga 3000 rpm, Motor penggerak langsung;
Pemangkas benang otomatis,
Pengangkat kaki presser otomatis; Termasuk meja/dudukan"
Milk Analyzer,45090000,Unit,Alat Peraga - Kesehatan Hewan,,,,,,"Untuk alat ukur multiparameter susu. Fat 0,O1-25% ,Solids-Non-Fat (Snf) 3-15%.Density 1015-1O40 Kg/m³,Protein 2%-7% Lactose 0,01%-6%,Added Water 0%-70% Sample Temp. 1°-40° celcius,Salts 0,4% -1,5% Freezing Point -0,4°c - -O,7°c"
Penganalisis susu (Milk analyzer),45090000,Unit,Alat Peraga - Kesehatan Hewan,,,,,,"Untuk alat ukur multiparameter susu Konfigurasi minimal : Lemak 0,01 - 25%
Padat-non-lemak (SNF) 3 - 15%
Kepadatan 1000 - 1040 kg/ m3
Protein 2% - 7%
Laktosa 0,01% - 6%,
Ditambahkan air 0% - 70% Suhu sampel 1°c - 40°C Garam 0,4% - 1,5%
Titik beku -0,4°C - -0,7°C"
Line Hauler,45995000,Unit,Alat Peraga - Kapal Penangkap Ikan,,,,,,"Digunakan Untuk Menarik Tali Utama Pada Alat tangkap Long Line Pressure idler plate 0 70 mm dan 100 mm
Line spool plate 0 225 mm Line pulling sheave plate0
110 mm
Pipe and control valve Support pipe0 70 mm"
Battery Type sweeping Machine,46800000,Unit,Alat Peraga - Perhotelan,,,,,,Digunakan untuk membersihkan kotoran atau menyapu lantai ruangan dan halaman Input Power: Approx. 600 WCurrent: Approx. 45 AhRoll Brush Motor: Approx.450 WCleaning Width: Min. 500Mm
Water Colorimeter,46995000,Unit,Aksesoris Pendukung Komputer,,,,,,
Pewarna Air ( Water Colorimeter),46995000,Unit,Alat Peraga - Perikanan Air Tawar,,,,,,"Rentang (NTU): 0-50,0-500
kromatisitas (Hazen,pt-co,pcu mg Pt/L)"
"Kit Pelatihan Sirkuit Analog (Analog
Circuit Traininq Kit)",46995000,Unit,Alat Peraga - Teknik Audio Video,,,,,,"un tuk   rangkaian analog Daya input: fase  tunggal,  AC220V, 50Hz/60Hz
Daya keluaran  DC±12V Sumber sinyal yang dapat disesuaikan: 2-20KHZ"
Water Colorimeter,46995000,Unit,Alat Peraga - Kapal Penangkap Ikan,,,,,,"Digunakan untuk melakukan pengujian kualitas air Range (NTU): 0-50,0-500
chromaticity
(Hazen,pt-co,pcu mg Pt/L)."
Soil and Weather Sensor,48500000,Unit,Alat Peraga - Hortikultura,,,,,,"untuk mendeteksi, mengukur, serta mencatat data secara akurat
ten tang kondisi cuaca pertanian (agro-climate) dan tanah pertanian (soil) yang dapat dikontrol melalui aplikasi secara real time oleh pengguna smartphone. Alat ini dapat mendeteksi suhu, kelembapan tanah, pH (tingkat
keasaman) tanah, EC (electrical conductivity) tanah, kelembapan relatif udara, suhu udara, kecepatan dan arah angin, serta curah hujan untuk menentukan perlakuan yang tepat pada lahan. Low power microcontroller Low power 4G/3G/2G GSM transmitter Upgradeable high gain antenna for remote area application High performance li-ion battery with solar charger Up to 2 Giga Bytes data logger."
Steam Ironing Table,48538000,Unit,Alat Peraga - Keahlian Tata Busana,,,,,,"Digunakan Untuk Melicinkan, Menyeterika Hasil Akhir Jahitan Ironing Table : With Function Of Vacuum Voltage : 22O V / 380 V Input Power : Approx. 1 KwMax. Pressure Of Air: Approx. 150 Pa Include IronerInclude Steam Generator : Voltage: 220 V / 380 VElectricity Heating Power : Approx.5 Kw Rated Working Pressure : Approx.0.4 Mpa"
Steam Ironing Table,48538000,Unit,Alat Peraga - Perhotelan,,,,,,"Untuk Melicinkan, Menyeterika Hasil Laundry Ironing Table: With Function Of Vacuum,Voltage: 220 V/ 380V, Input Power: Approx. Lkw, Max. Pressure Of Air: Approx. 150 Pa, Include Ironer , Include Steam Generator: Voltage: 220 V / 380 V"
Basic Electronic Trainer,49000000,Unit,Alat Peraga - Mek. Pertanian,,,,,,"Digunakan sebagai perangkat untuk
menjelaskan elektronik dasar. Input voltage: Single phase AC220V, 50/60Hz.
Configuration list:
Training platform, AC220V main control power box, AC220V power box, Voltage stabilized power supply module, Adjustable DC voltage stabilized power supply module, AC power supply, Signal generator module, Measuring instrument module, Mask plate hanging line experiment module, Analog circuit experiment box, 14P Digital chip module, 16P Digital chip module, 18P Digital chip module, 20P Digital chip module, Comprehensive test box module, Test line and power Experiment module line, Terminal test line, Electronic chip, Electronic components.
Manual book,"
Alat Pelatihan Elektronika Dasar (Basic Electronic Trainer),49000000,Unit,Alat Peraga - Teknik Audio Video,,,,,,"untuk  elektronik dasar Input  voltage: Single  phase AC 220V, 50/60Hz.
Configuration  list:
Training platform
AC 220V  main control  power  box AC 220V power  box
Voltage  stabilized  power  supply module
Adjustable  DC voltage stabilized power supply  module
AC power  supply
Signal  generator  module Measuring  instrument  module
Mask  plate  hanging line experiment module
Analog circuit  experiment  box 14P Digital chip  module,
16P Digital chip module 18P Digital chip  module 20P Digital chip module
Comprehensive  test  box module Test  line and  power line Terminal  test line
Electronic  chip
Electronic  components. Experiment  module"
Pembagi Benih Centrifuge (Centrifuge Seed Divider),49950000,Unit,Alat Peraga - Hortikultura,,,,,,"Digunakan untuk membagi sampel benih secara elektrik. Power: 220V 50Hz.
Consist of: One unit of machine and 3 units of sample holder"
Pembagi Benih Centrifuge (Centrifuge Seed Divider),49950000,Unit,Alat Peraga - Perbenihan Tanaman,,,,,,"Digunakan untuk membagi sampel benih secara elektrik. Power: 220V 50Hz.
Consist of: One unit of machine and 3 units of sample holder"
Portable Solar Power Experiment Box,51150000,Unit,Alat Peraga - Teknik Audio Video,,,,,,"Untuk  pembelajaran mengenai pembangkit  listrik tenaga  surya menggunakan  solar cell Input  voltage:  AC220V /50Hz/60Hz Accumulator  capacity:  approx.
12V/7AH
Solar cell  module:
Power:  approx.  1OW Voltage:  approx.  17V Current:  approx 0.5A Solar controller:
Rated  Output Voltage/Current: approx.  12V/ 2A
Inverter:
Rated  output  voltage: AC220V, 50Hz/60Hz,
Output  wave: Sine wave
Rated  output  power: approx.  150W Protection  function:  overload,
overvoltage,  short  circuit,  low tension, high  temperature."
Soil Nutrient Analyzer,51995000,Unit,Alat Peraga - Hortikultura,,,,,,"untuk menguji / mengukur kadar N, P, K,
bahan-bahan organik, pH, salinitas, dan kelembaban pada tanah, pupuk, dan tanaman. Wavelength range: Red light approx ; Blue light approx. 440±4nm. pH Testing range: 1-14. (Sailinity): Testing range: 0.01% - 1.00%. Kelembaban tanah (Soil moisture): Moisture unit: %
(m3 / m3) Testing range: 0-100% With printing function and with a software, be able to connect to
computer for data storage."
Soil Nutrient Analyzer,51995000,Unit,Alat Peraga - Perbenihan Tanaman,,,,,,"Digunakan untuk menguji / mengukur kadar N, P, K,
bahan-bahan organik, pH, salinitas, dan kelembaban pada tanah, pupuk, dan tanaman. - Wavelength range:
Red light approx ;
Blue light approx. 440±4nm.
- pH
Testing range: 1-14
- Salinitas (Sailinity):
Testing range: 0.01% -1.00%
- Kelembaban tanah (Soil moisture): Moisture unit: % (m3 /m3)
Testing range: 0-100%
With printing function and with a software, be able to connect to computer for data storage."
Packing Machine,52250000,Unit,Alat Peraga - Keahlian Tata Busana,,,,,,"Digunakan Untuk Membungkus Linen/Pakaian Setelah Dicuci Dan Dilipat.  Daya = 500W, Voltage = 220V / 380V , Width Of Plastic = < 500 Mm, Thick Of Plastic = 0,15 - 0.3 Mm"
Mesin Pemipil Jagung,52995000,Unit,Alat Peraga - Mek. Pertanian,,,,,,"Untuk merontokkan dan memipil biji jagung dari tongkolnya. Efisiensi pemipilan : approx. 98.5%
Presentasi kehilangan hasil : approx. 0.1%
Tingkat kebersihan : approx. 99.8%
Tingkat kerusakan maksimum: 3.1%
Kapasitas perontokan : approx. 1936 kg
- daya: approx. min. 6.5 hp
- bobot maksimum : 72 kg
- bahan bakar : solar
- sistem pendingin : radiator /hopper Motor penggerak:
- tipe : 4 langkah direct injection"
Microwave Trainer Module,53500000,Unit,Alat Peraga - Teknik Audio Video,,,,,,"Sebagai  perangkat untuk  menjelaskan tentang gelombang mikro Gunn  Oscillator  base system. Directional  Coupler  & Horn Antenna
Frequency  Range  : 9GHz~ 11GHz  (X- Band)
Microwave  Power  :  15mV(Approx.)"
Rice milling unit,53995000,Unit,Alat Peraga - Mek. Pertanian,,,,,,"Untuk mengolah gabah menjadi beras yang bersih
putih dengan sekali proses Spesifikasi lH, lP, 2E, Penggerak diesel approx. 19 HP dan 16 HP Kapasitas = approx. 1,5 ton"
Electric Germinator (with Humidifier),55995000,Unit,Alat Peraga - Hortikultura,,,,,,"Merupakan alat inkubasi yang dapat dikontrol secara otomatis, yang meniru kondisi di lingkungan luar. Temperature range: 0-50°C. Humidity range: 50-95%.
Light grade: 0-3 grade. Luminance: 0-15000 Lux- Heating power: 500 W - Compressor power: 190 W-320 W. Humidifier water tank capacity:
Minimum 5 L"
"AC DC 
Training System",56500000,Unit,Alat Peraga - Teknik Audio Video,,,,,,"Untuk memperkenalkan siswa pada  prinsip dasar  sirkuit  listrik, baik dalam  arus searah  (de)  dan   arus bolak-balik  (ac) Minimal  konfigurasi  : DC  power source  (protected),  AC  power source (protected),  A selection  of  resistors,  An inductor,  parallel-connected  to a fluorescent  light, Two capacitors, Transformer, A selection  of switches: SPDT, DPDT, NO  push  button,  NC push  button, selector switch,  knife, switch,  DC  relay, AC relay, A selection of indicator lights: green, yellow, red,Solenoid, Buzzer,  Circuit  breaker
with  test components, Fuse."
Drying machine,58995000,Unit,Alat Peraga - Perhotelan,,,,,,"Digunakan untuk mengeringkan hasil proses pencucian Minimum Capacity.10 Kg, Source Power/Heating : Electricity/ Gas/ Comb Ination ElectricityRind Gas"
"Modul Pelatih Pemancar AM(AM
Transceiver Trainer Module)",59500000,Unit,Alat Peraga - Teknik Audio Video,,,,,,"Untuk  penyebaran dan  penerimaan gelombang  AM • Bagian  Penerima
- Sensitivitas  : Tentang  2µV
- Frekuensi  Menengah:  455kHz
- Kontrol  Frekuensi  : Variabel  dan X-Tal
• Bagian  Pemancar
- Keluaran  RF: SW  Maks
- Sirkuit Tangki P.A : -Jaringan
- Mode  Osilasi: Sirkuit  X-Tal dan  LC (Kontrol  Variabel)
•  Karakteristik  umum
- Rentang  Frekuensi  :
3.SMHz~ 12MHz(2-Band)
- Mode  Gelombang  Elektro:  AM/CW
-  Impedansi  Antena:  50/75Q
- Suhu  Operasi:  0~45°C, Di  bawah 85% R.H.
- Tegangan  Masukan  : AC 220V, 50/60Hz"
FM (Stereo) Transceiver Trainer Module,60995000,Unit,Alat Peraga - Teknik Audio Video,,,,,,"Digunakan  sebagai perangkat  untuk pelatihan  tentang penyebaran  dan penerimaan gelombang  FM • Transmitter  Section
-  Frequency  Range  : 88~108MHz(2-channels)
-  RF Output:  l00mW
-  Deviation:  ±75kHz
-  Audio  Input  : 0~-40dB for Microphone
•  -  Receiver  Section
-  Frequency  Range  : 88~ 108MHz(FM Broadcasting  Band)
-  Sensitivity  : 2µV
-  Intermediate  Frequency  : 10.7MHz
-  AF Output  : 0dBm
-  Stereo Section
-  Pilot  Frequency  :  19kHz  5Hz
•  Frequency  Response  : 50Hz~ 15kHz
• AF Output  : 2Watts x 2-Channels"
Polisher Beras,61995000,Unit,Alat Peraga - Mek. Pertanian,,,,,,"Untuk membersihkan butir beras dan memisahkan dari menir atau katul. Kecepatan main shaft= approx.750 rpm Produktivitas = approx. 500 - 750 kg/ jam
Power yang dibutuhkan = approx.
12 - 15 HP"
"Radial   Arm
Saw",62500000,Unit,Alat Peraga - Keahlian Kriya Kreatif Kayu dan Rotan,,,,,,"Untuk memotong benda  kerja Motor: approx.  l.5HP,  2900 rpm, Bearing for rails: 8pcs, Spindle  bore: 0  l""  (25.4mm), Blade  0  12"" (305mm),  Head
swiveling:  0-180°,  Head tilting: 0-90°, Max.  cross cutting length: 620mm; table  area: 900  mm (L)  x 1100 mm (W)"
Trainer Kelistrikan Dasar,64550000,Unit,Alat Peraga - Teknik Audio Video,,,,,,"Untuk  memahami sistem  pelatihan fundamental  listrik Konfigurasi  Minimal  :
Sakelar,  Lampu  Indikator,  Resistor, Papan Sirkuit  Cetak,  Kapasitor  / Induktor,  Kontaktor,  Tombol Tekan, Transformator  Kontrol,  Relai, Termostat  Bimetalik  Hunian, Pemutus,  Pemutus Sw, Multimeteritch, Clampmeter,  Test Lead  Kit"
Drying Oven,65000000,Unit,Alat Peraga - Hortikultura,,,,,,"Untuk sterilisasi atau pembersihan dengan menggunakan
udara kering. Range: room temperature 300°C Precision: ±1°C Power: approx. 2 kW Capacity /Volume : approx. 140L"
Drying Oven,65000000,Unit,Alat Peraga - Perbenihan Tanaman,,,,,,"Untuk sterilisasi atau pembersihan dengan menggunakan udara kering. Range: room temperature~300°C Precision: ±1°C
Power: approx. 2 kW
Capacity /Volume : Min. 140L"
Viscometer,65995000,Unit,Aksesoris Pendukung Komputer,,,,,,
Vacuum Sealer,67995000,Unit,Alat Peraga - Olah Hasil  Ikan,,,,,,Power: ± 900W Double sealing bar: 50 x 1 cm Vacuum pump capacity: min. 20 m3/hCycle time: 15-25 sec.
Transplanter,68995000,Unit,Alat Peraga - Mek. Pertanian,,,,,,"Digunakan untuk menanam benih secara otomatis. Model Rice Transplanter 2ZS 4 Tipe Roda 2 4 Alur Operator berjalan di belakang
Dimensi PxLXT 248 x 152 x 11 7 cm
Berat 168 75 kg Volume Silinder 171 cc Konsumsi Bahan Bakar 1.19 liter,ha
Transmisi
Sistem Penyalaan Recoil starter Penyetelan roda Sistem Deviasi Hidrolis Otomatis
Tingkat Kecepatan 2 maju, 1 mundur
Kecepatan kerja 1.96 km,jam Bagian Penanam
Jumlah Alur Tanam, Jarak tanam antar baris 4, 30 cm
J arak Alur Tanam Dalam Baris
16.1 cm
Jumlah bibit per lubang 3 5
Kedalaman Tanam 3 5 cm
Kapasitas kerja 018 ha,jam Tipe motor penggerak Motor bensin 1 silinder 4
langkah berpendingin udara Daya kontinu Putaran motor 3.3
, 3600 kW.rpm
Bahan bakar Kap. Tangki Bahan
Bakar Bensin, 6 liter "
Mesin Pasang Kancing,71500000,Unit,Alat Peraga - Keahlian Tata Busana,,,,,,Untuk Memasang Kancing Speed Up To Approx. 3000 Rpm. Direct Drive Motor. Automatic Thread Trimmer. Auto Presser Foot Lifter. Include Table / Stand.
